Counter,Date/Time,OrientPitch,OrientRoll,OrientYaw,MagnetX,MagnetY,MagnetZ,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,Lat,Long
1033,2022-05-13 21:41:46.450377,-0.3131,1.0395,0.9838,17.0908,-0.0961,19.52,0.0029,0.0002,-0.0009,0.0163,0.0403,0.0249,27.5052,105.1005
1034,2022-05-13 21:41:51.543766,-0.3018,1.0296,0.9845,17.0676,0.0231,19.876,0.0005,0.002,-0.0009,0.0212,0.042,0.0273,27.2682,105.338
1035,2022-05-13 21:41:56.642556,-0.3009,1.034,0.9771,17.027,-0.2902,19.3038,0.0039,-0.0014,-0.0006,0.0146,0.042,0.0259,27.0306,105.5746
1036,2022-05-13 21:42:02.927468,-0.3122,1.0308,0.9686,16.8255,0.0688,18.97,0.0017,-0.0014,0.0003,0.0215,0.0415,0.0242,26.7369,105.8647
1037,2022-05-13 21:42:08.025279,-0.3178,1.0264,0.9695,16.4051,-0.0893,18.8823,-0.0007,-0.0011,-0.0003,0.019,0.04,0.0273,26.4981,106.099
1038,2022-05-13 21:42:13.125976,-0.3216,1.0271,0.9758,16.3082,-0.5549,18.4974,0.0005,0.0002,-0.0,0.0161,0.0415,0.0246,26.2588,106.3322
1039,2022-05-13 21:42:18.232535,-0.3372,1.0324,0.9752,16.0475,-0.5512,18.2519,-0.0001,-0.0008,-0.0012,0.0168,0.0405,0.03,26.0188,106.5646
1040,2022-05-13 21:42:23.344918,-0.3295,1.0302,0.9688,15.7862,-0.5167,18.0782,-0.0004,0.0014,-0.0015,0.0163,0.042,0.0249,25.778,106.7964
1041,2022-05-13 21:42:29.271265,-0.3424,1.0213,0.9698,15.6694,-0.5139,18.081,0.0002,0.0002,0.0006,0.0139,0.0417,0.0266,25.4984,107.0637
1042,2022-05-13 21:42:34.378926,-0.3426,1.0147,0.9713,15.5109,-0.7642,17.9605,-0.0013,0.0002,0.0006,0.0163,0.0415,0.0254,25.257,107.293
1043,2022-05-13 21:42:39.488501,-0.3356,1.025,0.9659,15.5424,-0.819,17.3548,-0.0026,0.0008,-0.0,0.0146,0.0427,0.0256,25.015,107.5213
1044,2022-05-13 21:42:44.588242,-0.3394,1.0273,0.9624,15.4477,-0.6071,17.245,0.0005,-0.0002,-0.0006,0.0151,0.042,0.0256,24.773,107.7483
1045,2022-05-13 21:42:49.687850,-0.326,1.0346,0.9596,15.3117,-0.5434,17.1149,0.002,0.0008,-0.0009,0.019,0.041,0.0251,24.5306,107.9744
1046,2022-05-13 21:42:55.620661,-0.3195,1.0275,0.9473,15.1077,-0.5544,16.7533,-0.0004,0.0017,-0.0009,0.02,0.0412,0.0259,24.2481,108.2361
1047,2022-05-13 21:43:00.714541,-0.3086,1.0309,0.9426,15.0447,-0.6701,16.8535,0.0005,0.0023,0.0006,0.0161,0.0405,0.0239,24.0051,108.4599
1048,2022-05-13 21:43:05.823072,-0.31,1.0335,0.9308,14.7598,-0.8752,15.9972,0.0017,-0.0023,-0.0006,0.0163,0.042,0.0251,23.7611,108.6833
1049,2022-05-13 21:43:10.931362,-0.3237,1.0301,0.9259,14.8179,-1.0167,15.5028,0.0002,-0.0008,-0.0006,0.0176,0.0398,0.0266,23.5166,108.9058
1050,2022-05-13 21:43:16.034801,-0.3302,1.0253,0.9238,14.5764,-0.9687,15.3667,-0.0023,0.0005,-0.0006,0.0137,0.04,0.0227,23.272,109.1273
1051,2022-05-13 21:43:21.992401,-0.3512,1.0306,0.9117,14.5319,-1.2347,15.0083,-0.0004,0.0002,-0.0003,0.0154,0.0425,0.0278,22.986,109.3846
1052,2022-05-13 21:43:27.087947,-0.3523,1.033,0.9175,14.5317,-1.3129,14.9653,0.0008,-0.0002,0.0003,0.0193,0.0395,0.0254,22.741,109.6038
1053,2022-05-13 21:43:32.184116,-0.3542,1.0291,0.9199,14.322,-1.2185,14.8164,-0.0016,0.0029,0.0006,0.0142,0.0415,0.0261,22.4955,109.8222
1054,2022-05-13 21:43:37.291625,-0.3564,1.0353,0.9145,14.187,-1.0467,14.7218,0.0035,0.0023,-0.0003,0.0181,0.042,0.0264,22.2492,110.0401
1055,2022-05-13 21:43:42.392161,-0.3556,1.0318,0.9171,14.2154,-0.9507,14.6685,-0.0023,-0.0005,-0.0021,0.0144,0.0434,0.0264,22.0028,110.257
1056,2022-05-13 21:43:48.332759,-0.3645,1.0215,0.9047,14.0171,-1.1059,13.7473,-0.0013,0.0002,-0.0012,0.019,0.04,0.0259,21.7155,110.5085
1057,2022-05-13 21:43:53.439331,-0.3691,1.0091,0.8889,13.7383,-1.7823,13.7877,0.0008,0.0005,-0.0012,0.0215,0.0412,0.0224,21.4681,110.7239
1058,2022-05-13 21:43:58.550380,-0.3611,1.0066,0.8914,13.4485,-1.559,13.0356,-0.0004,-0.0017,-0.0006,0.0217,0.0412,0.0266,21.2202,110.9386
1059,2022-05-13 21:44:03.659652,-0.3654,0.9964,0.8953,13.2983,-1.3345,13.2728,-0.0004,-0.0017,-0.0003,0.021,0.0395,0.0224,20.9719,111.1524
1060,2022-05-13 21:44:08.761095,-0.3669,0.9986,0.8818,13.389,-1.4558,12.9043,-0.0026,-0.0011,0.0003,0.0181,0.0412,0.0276,20.7238,111.3652
1061,2022-05-13 21:44:14.675563,-0.366,1.0122,0.8775,13.2221,-1.5316,12.8261,0.0011,0.0011,-0.0018,0.0195,0.0432,0.0266,20.4357,111.611
1062,2022-05-13 21:44:19.783038,-0.3612,1.0125,0.8746,13.1835,-1.4318,12.6955,-0.0016,-0.0008,-0.0009,0.0154,0.0425,0.0264,20.1866,111.8223
1063,2022-05-13 21:44:24.882073,-0.3536,1.0228,0.8716,12.7897,-1.5775,12.6695,0.0017,0.0008,-0.0,0.0207,0.0407,0.0268,19.9375,112.0326
1064,2022-05-13 21:44:29.987625,-0.3449,1.0242,0.8632,13.0628,-1.493,12.4191,-0.0007,-0.0005,0.0009,0.0195,0.0405,0.0261,19.6878,112.2425
1065,2022-05-13 21:44:35.083999,-0.3503,1.0272,0.8603,12.9081,-1.5772,11.9231,0.0011,0.0014,0.0006,0.0154,0.0427,0.0246,19.4383,112.4512
1066,2022-05-13 21:44:41.381583,-0.3431,1.0288,0.8647,12.6199,-2.0663,11.973,0.0002,0.002,-0.0012,0.0149,0.0422,0.0251,19.1296,112.7082
1067,2022-05-13 21:44:46.476895,-0.3492,1.0248,0.857,12.4565,-1.9954,11.7068,0.0002,-0.0008,-0.0,0.019,0.0427,0.0281,18.8795,112.9154
1068,2022-05-13 21:44:51.580841,-0.3467,1.023,0.8556,12.5317,-1.9761,11.0437,0.0002,-0.0002,-0.0009,0.0193,0.0403,0.0283,18.6287,113.1222
1069,2022-05-13 21:44:56.689434,-0.3468,1.0263,0.8411,12.4476,-1.6913,10.8032,0.002,0.0005,-0.0021,0.0215,0.0412,0.0261,18.3774,113.3285
1070,2022-05-13 21:45:01.797399,-0.3508,1.0249,0.8286,12.3697,-2.0368,10.8555,-0.001,-0.0005,0.0018,0.0195,0.0398,0.0246,18.1258,113.5342
1071,2022-05-13 21:45:08.100790,-0.3466,1.0298,0.8363,12.1594,-1.9594,9.9246,-0.0001,-0.0023,0.0003,0.0217,0.041,0.0239,17.815,113.787
1072,2022-05-13 21:45:13.208018,-0.3363,1.0258,0.8213,12.3778,-2.1968,9.5277,0.0048,0.0023,0.0009,0.02,0.0417,0.0256,17.5628,113.9913
1073,2022-05-13 21:45:18.310650,-0.3311,1.03,0.8105,12.4643,-1.7987,9.4006,0.0029,-0.0005,-0.0003,0.0203,0.0415,0.0266,17.3107,114.1947
1074,2022-05-13 21:45:23.418084,-0.3334,1.0331,0.796,12.1634,-2.1935,8.8821,-0.001,0.0002,-0.0006,0.0205,0.042,0.0266,17.0581,114.3976
1075,2022-05-13 21:45:28.516314,-0.3421,1.0353,0.7841,12.0351,-1.9135,8.9075,-0.002,0.0005,-0.0006,0.0168,0.0412,0.0239,16.8056,114.5996
1076,2022-05-13 21:45:34.493792,-0.3316,1.0357,0.7813,12.0581,-1.8014,8.5602,-0.002,0.002,-0.0,0.0188,0.0403,0.0261,16.5093,114.8356
1077,2022-05-13 21:45:39.601440,-0.328,1.0481,0.7727,11.8851,-1.99,7.7655,-0.001,-0.0014,-0.0003,0.0156,0.0405,0.0271,16.2559,115.0367
1078,2022-05-13 21:45:44.709474,-0.3223,1.0353,0.7561,11.8175,-2.0109,8.2789,-0.0007,-0.0023,-0.0,0.0151,0.0412,0.0239,16.0022,115.2373
1079,2022-05-13 21:45:49.809371,-0.324,1.0492,0.739,11.6601,-2.1607,8.2206,-0.0001,0.0008,-0.0015,0.0212,0.0398,0.0281,15.7487,115.4369
1080,2022-05-13 21:45:54.909218,-0.3302,1.0585,0.7386,12.0087,-2.5118,7.7616,0.0011,-0.0008,-0.0,0.0198,0.042,0.0271,15.4949,115.636
1081,2022-05-13 21:46:00.833670,-0.332,1.0556,0.734,11.2664,-2.5143,7.0148,0.0008,0.0008,-0.0003,0.0149,0.042,0.0251,15.1999,115.8667
1082,2022-05-13 21:46:05.932878,-0.3254,1.051,0.7333,12.1845,-2.5081,7.0385,-0.0013,-0.0002,0.0006,0.0139,0.0415,0.0281,14.9457,116.0646
1083,2022-05-13 21:46:11.037944,-0.3251,1.0395,0.7338,11.7702,-2.277,6.6242,0.0008,0.0008,-0.0015,0.0188,0.0412,0.0249,14.691,116.2622
1084,2022-05-13 21:46:16.146599,-0.3245,1.0486,0.7257,11.4162,-2.355,6.2805,0.0008,-0.002,0.0018,0.0188,0.041,0.0261,14.4359,116.4595
1085,2022-05-13 21:46:21.248213,-0.3301,1.0458,0.7149,11.7208,-2.4531,5.9312,0.0008,0.0017,-0.0009,0.0207,0.041,0.0256,14.181,116.656
1086,2022-05-13 21:46:27.538356,-0.3284,1.0558,0.6945,11.5645,-2.5895,5.4619,-0.0013,-0.0002,-0.0018,0.0171,0.0417,0.0266,13.8664,116.8976
1087,2022-05-13 21:46:32.642122,-0.328,1.0623,0.6823,11.1451,-2.8246,5.1149,-0.0004,0.0002,-0.0003,0.0156,0.0422,0.0237,13.6109,117.0931
1088,2022-05-13 21:46:37.746029,-0.3264,1.0545,0.6793,10.7379,-2.5682,5.3964,-0.002,-0.0011,-0.0015,0.0154,0.0429,0.0264,13.3552,117.2882
1089,2022-05-13 21:46:42.849548,-0.3252,1.0472,0.6697,10.7994,-2.7711,4.9484,-0.0013,-0.0011,-0.0009,0.0154,0.0403,0.0261,13.0994,117.4827
1090,2022-05-13 21:46:47.946808,-0.326,1.05,0.6588,10.8071,-2.45,3.8646,-0.0004,-0.0008,0.0003,0.02,0.0425,0.0256,12.8436,117.6767
1091,2022-05-13 21:46:53.913270,-0.3225,1.0351,0.634,10.8703,-2.4007,3.5725,-0.0016,0.0002,-0.0015,0.0178,0.0422,0.0242,12.5441,117.9031
1092,2022-05-13 21:46:59.008452,-0.3213,1.0412,0.6129,11.0185,-2.4321,2.8314,0.0017,0.0023,0.0009,0.0173,0.0412,0.0251,12.2882,118.0959
1093,2022-05-13 21:47:04.115188,-0.3274,1.0281,0.5959,10.8497,-2.4982,3.3562,0.0008,-0.0014,0.0009,0.0185,0.0417,0.0254,12.0314,118.2888
1094,2022-05-13 21:47:09.214575,-0.3419,1.026,0.5729,10.8274,-3.2154,2.4126,-0.0013,0.0017,-0.0003,0.0142,0.0412,0.0234,11.7748,118.481
1095,2022-05-13 21:47:14.325013,-0.3384,1.0263,0.5517,10.8379,-3.1248,2.1654,0.0005,-0.0002,0.0009,0.0159,0.0417,0.0271,11.5176,118.6733
1096,2022-05-13 21:47:20.592834,-0.3419,1.0258,0.531,10.9323,-2.869,2.251,-0.0016,0.002,0.0006,0.0139,0.042,0.0227,11.2019,118.9085
1097,2022-05-13 21:47:25.692300,-0.3351,1.0285,0.5152,10.8418,-2.5238,1.9576,-0.0016,-0.0002,-0.0021,0.0166,0.0412,0.0261,10.9448,119.0995
1098,2022-05-13 21:47:30.944412,-0.3346,1.0344,0.4868,10.6926,-3.0368,1.4857,-0.002,0.0002,0.0009,0.0154,0.0427,0.0249,10.68,119.2957
1099,2022-05-13 21:47:36.187769,-0.3291,1.0174,0.4785,10.5247,-2.9423,0.9882,-0.001,0.0011,-0.0,0.0181,0.0407,0.0259,10.4154,119.4913
1100,2022-05-13 21:47:41.431996,-0.324,1.0284,0.463,10.4046,-2.8998,0.3763,-0.0001,0.0014,-0.0006,0.0217,0.0429,0.0273,10.1505,119.6866
1101,2022-05-13 21:47:47.421513,-0.3339,1.0331,0.4421,10.2628,-2.8938,0.1547,-0.001,-0.0014,0.0006,0.02,0.0403,0.0266,9.848,119.9092
1102,2022-05-13 21:47:52.529984,-0.3343,1.0426,0.4182,10.4393,-2.9629,0.124,-0.0001,0.0002,-0.0006,0.0203,0.0412,0.0251,9.5898,120.0986
1103,2022-05-13 21:47:57.638347,-0.3386,1.0545,0.3899,10.3645,-2.9326,0.2106,-0.0013,-0.0008,0.0006,0.0205,0.0405,0.0251,9.3314,120.2878
1104,2022-05-13 21:48:02.737766,-0.3479,1.042,0.3745,10.3596,-2.9269,-0.1968,0.0026,0.0011,0.0034,0.0222,0.0403,0.0261,9.0733,120.4763
1105,2022-05-13 21:48:07.838083,-0.3388,1.0338,0.3503,10.2596,-2.8018,-0.33,-0.0004,0.0008,0.0003,0.0183,0.042,0.0249,8.8152,120.6645
1106,2022-05-13 21:48:14.157568,-0.3408,1.0273,0.3466,10.3309,-3.3104,-0.5922,-0.0004,-0.0044,-0.0003,0.0149,0.042,0.0237,8.4951,120.8973
1107,2022-05-13 21:48:19.265560,-0.3392,1.0315,0.3217,10.2116,-2.8751,-1.2154,-0.0007,-0.0023,0.0012,0.0137,0.0427,0.0268,8.2363,121.0852
1108,2022-05-13 21:48:24.364214,-0.3331,1.0308,0.3063,10.0957,-3.0128,-1.4951,-0.0004,-0.0008,-0.0006,0.0181,0.0412,0.0278,7.9778,121.2724
1109,2022-05-13 21:48:29.474800,-0.321,1.0297,0.2875,10.0795,-3.1747,-1.9423,-0.0032,0.0014,0.0012,0.0181,0.0425,0.0239,7.7186,121.4599
1110,2022-05-13 21:48:34.576833,-0.3277,1.0274,0.2559,9.9968,-3.217,-2.2307,0.0023,-0.0005,-0.0,0.0227,0.0412,0.0278,7.4597,121.6467
1111,2022-05-13 21:48:40.474695,-0.3169,1.0181,0.2439,9.6668,-3.2035,-2.7336,0.0017,-0.0011,0.0021,0.0207,0.041,0.0237,7.1604,121.8624
1112,2022-05-13 21:48:45.580651,-0.3127,1.0098,0.2217,9.9262,-2.96,-2.9531,0.0005,0.0014,0.0021,0.0215,0.0415,0.0268,6.9011,122.0489
1113,2022-05-13 21:48:50.676467,-0.3191,1.0119,0.1942,10.1338,-3.0479,-3.1644,-0.0007,-0.0002,0.0024,0.0149,0.0427,0.0273,6.6424,122.2348
1114,2022-05-13 21:48:55.775911,-0.3279,1.0183,0.1674,10.1941,-3.2274,-3.3532,0.0035,-0.002,0.0006,0.0195,0.0425,0.0271,6.3832,122.4206
1115,2022-05-13 21:49:00.883727,-0.343,1.0146,0.1495,10.101,-3.1146,-3.5523,0.0008,-0.0017,0.0006,0.0173,0.041,0.0264,6.1236,122.6065
1116,2022-05-13 21:49:06.657714,-0.3482,1.0086,0.1147,10.1613,-2.9333,-4.0498,-0.0013,0.0002,0.0009,0.0163,0.0417,0.0285,5.8301,122.8163
1117,2022-05-13 21:49:11.758024,-0.3428,1.0134,0.0932,10.0564,-2.9913,-4.3068,0.0032,0.0008,0.0006,0.0146,0.0417,0.0283,5.5707,123.0015
1118,2022-05-13 21:49:16.855547,-0.343,1.0039,0.0706,10.0282,-2.8953,-4.9443,-0.0001,0.0002,-0.0006,0.0198,0.0403,0.0246,5.3114,123.1864
1119,2022-05-13 21:49:21.965896,-0.3478,0.9928,0.0567,10.0081,-3.1963,-5.2868,-0.001,-0.0014,0.0009,0.0168,0.042,0.0266,5.0514,123.3716
1120,2022-05-13 21:49:27.074100,-0.347,0.998,0.0212,9.9468,-3.1695,-5.3015,-0.0023,0.0005,0.0006,0.0149,0.0417,0.0264,4.7914,123.5566
1121,2022-05-13 21:49:32.814888,-0.336,1.0054,-0.0074,10.0776,-3.3277,-5.6613,-0.0013,0.0005,-0.0009,0.0129,0.0417,0.0217,4.4991,123.7642
1122,2022-05-13 21:49:37.914554,-0.339,1.0072,-0.0321,10.0743,-3.2519,-5.8032,0.0011,-0.0011,0.0012,0.0144,0.0417,0.0254,4.2394,123.9486
1123,2022-05-13 21:49:43.020031,-0.3374,0.979,-0.0337,10.0065,-3.32,-5.8181,-0.0004,-0.0002,-0.0003,0.0127,0.0422,0.0271,3.9794,124.133
1124,2022-05-13 21:49:48.120396,-0.3301,0.9792,-0.055,9.9776,-2.7908,-5.754,-0.002,-0.0008,-0.0018,0.0195,0.0398,0.0273,3.7196,124.317
1125,2022-05-13 21:49:53.222274,-0.3314,0.9832,-0.0693,10.0288,-3.0245,-5.8817,0.0005,0.0017,-0.0003,0.0205,0.0407,0.0281,3.4597,124.501
1126,2022-05-13 21:49:59.263369,-0.3323,0.9909,-0.0874,9.7976,-2.971,-6.757,0.0002,0.0002,-0.0006,0.021,0.0422,0.0266,3.1518,124.7188
1127,2022-05-13 21:50:04.371331,-0.3364,0.9923,-0.101,9.67,-3.2076,-7.3032,-0.001,-0.0008,-0.0012,0.0217,0.0412,0.0259,2.8915,124.9027
1128,2022-05-13 21:50:09.467412,-0.3386,1.0017,-0.1155,9.7926,-2.9897,-7.4501,0.0014,-0.0005,-0.0009,0.0161,0.0407,0.0266,2.6318,125.0862
1129,2022-05-13 21:50:14.567641,-0.3404,1.006,-0.1403,9.6741,-3.2925,-7.231,-0.0047,-0.0005,-0.0,0.02,0.0412,0.0264,2.3718,125.2697
1130,2022-05-13 21:50:19.674550,-0.3413,0.9891,-0.1425,9.7702,-2.9825,-7.825,-0.0016,-0.0005,0.0003,0.0193,0.0393,0.0273,2.1114,125.4534
1131,2022-05-13 21:50:25.634011,-0.3275,0.9864,-0.1496,9.6863,-3.2588,-8.1719,0.0005,0.0017,0.0006,0.0205,0.0398,0.0266,1.8076,125.6676
1132,2022-05-13 21:50:30.733330,-0.3207,0.9774,-0.1601,9.6303,-3.0348,-8.4989,-0.001,0.0026,-0.0003,0.0195,0.0412,0.0261,1.5475,125.8509
1133,2022-05-13 21:50:35.828964,-0.3227,0.9846,-0.1885,9.6151,-3.2827,-8.7505,-0.0007,0.0005,-0.0012,0.0151,0.0407,0.0259,1.2877,126.034
1134,2022-05-13 21:50:40.924444,-0.3174,0.9863,-0.2036,9.6342,-3.1783,-9.3349,-0.0007,0.0017,0.0009,0.0198,0.0412,0.0246,1.0278,126.217
1135,2022-05-13 21:50:46.031728,-0.3135,0.9818,-0.2176,9.6941,-3.2163,-9.4482,0.0002,0.0026,-0.0009,0.0203,0.0422,0.0251,0.7673,126.4004
1136,2022-05-13 21:50:51.737992,-0.3191,0.9793,-0.2353,9.9654,-3.0311,-9.2412,-0.0013,0.0005,0.0003,0.0181,0.0398,0.0273,0.4763,126.6053
1137,2022-05-13 21:50:56.845702,-0.3146,0.9701,-0.2395,9.8931,-3.0271,-9.5225,0.0005,0.0008,0.0012,0.0156,0.0405,0.0259,0.2158,126.7887
1138,2022-05-13 21:51:01.909620,-0.3095,0.985,-0.2665,9.9658,-2.9992,-9.7809,0.0002,-0.0005,0.0012,0.0205,0.0407,0.0271,-0.0426,126.9706
1139,2022-05-13 21:51:07.013162,-0.3099,0.9925,-0.2873,9.9239,-3.1726,-10.3294,0.0008,0.0008,-0.0,0.0142,0.0429,0.0246,-0.3027,127.1537
1140,2022-05-13 21:51:12.111252,-0.312,0.9948,-0.3061,9.8113,-3.3013,-10.5291,0.0005,0.0001,-0.0,0.0146,0.04,0.0249,-0.5628,127.3367
1141,2022-05-13 21:51:17.834875,-0.312,0.9833,-0.3257,10.0446,-3.3349,-11.0639,0.0014,-0.0002,0.0003,0.0224,0.0415,0.0261,-0.8546,127.5422
1142,2022-05-13 21:51:22.929042,-0.3238,0.9861,-0.3478,9.9215,-3.4567,-11.2904,-0.0013,0.0008,0.0015,0.0144,0.0437,0.0278,-1.1144,127.7251
1143,2022-05-13 21:51:28.035232,-0.3197,0.987,-0.3566,9.9416,-3.4307,-11.68,0.0005,0.0017,0.0003,0.0134,0.041,0.0239,-1.3748,127.9085
1144,2022-05-13 21:51:33.145549,-0.3125,0.9895,-0.3789,10.0771,-3.7651,-12.2108,0.0014,0.0008,-0.0003,0.0151,0.0415,0.0264,-1.6353,128.0921
1145,2022-05-13 21:51:38.244127,-0.303,0.9977,-0.3996,10.0685,-3.8018,-12.3955,0.0002,0.0008,-0.0015,0.0154,0.0417,0.0256,-1.8952,128.2753
1146,2022-05-13 21:51:43.931535,-0.3016,0.9858,-0.4078,9.9817,-3.664,-12.4049,0.0005,0.0008,0.0012,0.0198,0.0398,0.0239,-2.1851,128.4797
1147,2022-05-13 21:51:49.028433,-0.3036,0.9898,-0.4193,10.1065,-3.6062,-12.7742,0.0014,0.0017,0.0003,0.0137,0.0422,0.0271,-2.4449,128.663
1148,2022-05-13 21:51:54.127740,-0.3063,0.9958,-0.4229,10.0391,-2.7418,-13.3815,-0.0016,-0.0005,0.0009,0.021,0.0417,0.0246,-2.7047,128.8465
1149,2022-05-13 21:51:59.234104,-0.2927,0.9997,-0.4458,9.9699,-3.1859,-13.4951,-0.0007,0.0005,-0.0003,0.0198,0.0417,0.0259,-2.9649,129.0302
1150,2022-05-13 21:52:04.336793,-0.3072,1.003,-0.4623,10.1262,-3.3458,-13.8916,0.0017,-0.0008,-0.0,0.022,0.0412,0.0251,-3.2249,129.214
1151,2022-05-13 21:52:10.014899,-0.311,0.9887,-0.4657,10.0083,-3.2045,-14.2591,0.0011,0.0011,-0.0015,0.0198,0.0403,0.0251,-3.514,129.4185
1152,2022-05-13 21:52:15.110422,-0.3196,0.9979,-0.4821,10.1346,-3.2216,-14.2926,-0.0001,0.0008,-0.0015,0.0146,0.041,0.0295,-3.7735,129.6022
1153,2022-05-13 21:52:20.215963,-0.3235,0.9913,-0.4981,10.1336,-3.2613,-14.4971,-0.0016,-0.0008,-0.0018,0.0144,0.042,0.0256,-4.0335,129.7864
1154,2022-05-13 21:52:25.314631,-0.3158,0.9957,-0.5153,10.1057,-3.3943,-14.6885,0.0011,-0.0017,-0.0006,0.0137,0.0415,0.0254,-4.293,129.9705
1155,2022-05-13 21:52:30.426207,-0.3172,1.0112,-0.5276,10.3171,-3.3193,-14.8365,0.0002,-0.0011,-0.0003,0.0124,0.0415,0.0234,-4.5531,130.1551
1156,2022-05-13 21:52:36.081508,-0.3138,1.0202,-0.5472,10.4523,-3.2188,-15.3504,-0.0001,0.0011,-0.0,0.0168,0.042,0.0237,-4.8408,130.3596
1157,2022-05-13 21:52:41.188845,-0.3274,1.0063,-0.5514,10.4248,-3.103,-15.7726,-0.0013,0.0005,-0.0,0.0183,0.0412,0.0261,-5.1005,130.5444
1158,2022-05-13 21:52:46.299223,-0.3269,1.0098,-0.5666,10.3341,-3.3855,-16.3734,0.0011,0.0008,0.0003,0.0205,0.0405,0.0261,-5.3604,130.7295
1159,2022-05-13 21:52:51.407419,-0.3245,1.0158,-0.583,10.1818,-3.4322,-16.4888,0.0008,0.0011,0.0015,0.0198,0.0415,0.0276,-5.62,130.9146
1160,2022-05-13 21:52:56.506734,-0.3242,1.0156,-0.5993,10.5346,-3.2355,-16.4074,-0.0038,0.0014,0.0006,0.0151,0.0415,0.0273,-5.8791,131.0996
1161,2022-05-13 21:53:02.222854,-0.3269,1.0239,-0.6092,10.4872,-3.33,-16.8103,0.0005,0.0008,0.0018,0.0215,0.0405,0.0266,-6.1695,131.3073
1162,2022-05-13 21:53:07.331000,-0.3314,1.0341,-0.6182,10.6671,-3.4855,-17.1885,-0.001,0.0008,0.0012,0.0215,0.0405,0.0264,-6.4288,131.493
1163,2022-05-13 21:53:12.438258,-0.3261,1.0286,-0.6183,10.4437,-3.5423,-17.5953,0.0011,0.0029,0.0006,0.0222,0.0412,0.0276,-6.6881,131.679
1164,2022-05-13 21:53:17.548411,-0.3281,1.0275,-0.6374,10.1227,-3.3528,-17.6378,0.0023,-0.0008,0.0018,0.0188,0.0417,0.0254,-6.9474,131.8653
1165,2022-05-13 21:53:22.648136,-0.3245,1.021,-0.6472,10.2017,-3.5366,-17.7448,0.002,0.0011,-0.0,0.0215,0.0407,0.0246,-7.206,132.0513
1166,2022-05-13 21:53:28.373161,-0.3227,1.0357,-0.6499,10.3543,-3.4582,-17.7002,-0.0013,-0.0011,0.0024,0.0156,0.0417,0.0261,-7.4963,132.2605
1167,2022-05-13 21:53:33.474197,-0.333,1.0329,-0.6593,10.449,-3.503,-18.2589,-0.001,-0.0005,-0.0009,0.0151,0.0422,0.0249,-7.7548,132.4471
1168,2022-05-13 21:53:38.588206,-0.3429,1.0514,-0.6675,10.3547,-3.2595,-18.319,0.0005,0.0005,-0.0006,0.0149,0.0415,0.0273,-8.0139,132.6345
1169,2022-05-13 21:53:43.687971,-0.3464,1.0341,-0.6656,10.4948,-2.6203,-18.6312,0.0008,0.0011,0.0012,0.0139,0.0417,0.0271,-8.2721,132.8216
1170,2022-05-13 21:53:48.790265,-0.3389,1.0239,-0.6795,10.3816,-2.8672,-18.6748,-0.0026,-0.0029,-0.0006,0.0181,0.0427,0.0242,-8.5304,133.0091
1171,2022-05-13 21:53:54.710180,-0.3384,1.014,-0.6893,10.113,-3.2338,-18.8468,-0.0001,0.0001,0.0018,0.0207,0.0415,0.0261,-8.8298,133.2269
1172,2022-05-13 21:53:59.813553,-0.3508,1.0139,-0.696,10.2999,-3.2632,-19.9123,-0.0004,0.0001,0.0003,0.0173,0.0415,0.0244,-9.0878,133.415
1173,2022-05-13 21:54:04.913372,-0.3539,1.0099,-0.6966,10.6381,-3.4322,-19.729,-0.0007,-0.0017,-0.0,0.0146,0.0417,0.0251,-9.3456,133.6033
1174,2022-05-13 21:54:10.008844,-0.3656,1.0112,-0.7087,10.4471,-3.3815,-20.4615,0.0035,0.0017,0.0018,0.0212,0.0403,0.0256,-9.6029,133.7917
1175,2022-05-13 21:54:15.114213,-0.3715,1.0154,-0.7107,10.7006,-3.5013,-20.8603,0.0014,-0.0008,-0.0021,0.022,0.041,0.0266,-9.8607,133.9808
1176,2022-05-13 21:54:21.045716,-0.3691,1.0289,-0.7245,10.9997,-3.4526,-20.9453,-0.0023,-0.002,-0.0009,0.021,0.041,0.0239,-10.1599,134.2009
1177,2022-05-13 21:54:26.140610,-0.3692,1.0294,-0.7379,11.1714,-2.8771,-20.809,0.0005,-0.0014,0.0003,0.0132,0.0417,0.0246,-10.4168,134.3903
1178,2022-05-13 21:54:31.247826,-0.3759,1.0378,-0.738,11.3329,-3.1275,-20.8333,-0.0004,-0.0002,0.0009,0.0146,0.0434,0.0273,-10.6741,134.5805
1179,2022-05-13 21:54:36.347040,-0.3875,1.0417,-0.742,10.8798,-3.2611,-21.214,-0.0023,-0.0017,0.0012,0.0124,0.0415,0.0281,-10.931,134.7707
1180,2022-05-13 21:54:41.450293,-0.3784,1.046,-0.7579,10.9655,-3.2769,-21.6456,0.0014,0.0011,-0.0009,0.0198,0.0415,0.0266,-11.1878,134.9615
1181,2022-05-13 21:54:47.453561,-0.375,1.0431,-0.7494,10.9769,-3.2665,-22.0977,-0.0013,-0.0005,0.0012,0.0185,0.0417,0.0237,-11.4898,135.1864
1182,2022-05-13 21:54:52.557161,-0.3727,1.038,-0.7511,10.9031,-2.9913,-23.016,-0.0032,-0.0002,0.0009,0.0168,0.0412,0.0264,-11.7463,135.378
