Counter,Date/Time,OrientPitch,OrientRoll,OrientYaw,MagnetX,MagnetY,MagnetZ,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,Lat,Long
848,2022-05-13 21:25:27.442665,-0.3494,1.0335,0.4983,39.8255,11.4009,27.0766,0.0008,-0.0008,-0.0,0.0159,0.0415,0.0268,50.8535,28.6173
849,2022-05-13 21:25:32.553659,-0.3421,1.037,0.5049,39.879,11.3169,27.9245,-0.001,0.0008,0.0009,0.0166,0.0417,0.0266,50.9187,29.1084
850,2022-05-13 21:25:37.653466,-0.3377,1.0316,0.5066,39.9524,11.237,27.7941,-0.0022,-0.0004,0.0003,0.021,0.0405,0.0249,50.9815,29.6
851,2022-05-13 21:25:43.585280,-0.3437,1.0374,0.5101,39.7418,11.2419,27.4318,-0.0013,-0.0014,0.0024,0.02,0.0427,0.0264,51.0518,30.1734
852,2022-05-13 21:25:48.690101,-0.3485,1.0327,0.5041,39.8612,10.8171,27.8,0.0002,-0.0008,0.0003,0.0205,0.0415,0.0264,51.1098,30.6683
853,2022-05-13 21:25:53.789609,-0.3623,1.0456,0.4929,39.8455,11.0807,27.8947,0.0011,0.0011,-0.0012,0.0171,0.0417,0.0268,51.1654,31.164
854,2022-05-13 21:25:58.896659,-0.3672,1.0453,0.5056,39.7437,11.2276,27.915,0.0005,-0.0001,-0.0006,0.0171,0.0417,0.0278,51.2189,31.6616
855,2022-05-13 21:26:03.995906,-0.3649,1.0344,0.4991,39.7126,11.2822,27.8872,0.0011,-0.0008,0.0006,0.0127,0.0407,0.0271,51.2699,32.1596
856,2022-05-13 21:26:09.920314,-0.3551,1.0184,0.5032,39.8614,11.2832,28.0115,0.0005,-0.0004,0.0012,0.0193,0.0417,0.0237,51.3264,32.7397
857,2022-05-13 21:26:15.024264,-0.357,1.0272,0.5045,39.8652,11.326,27.495,-0.0013,-0.0004,0.0018,0.0217,0.0417,0.029,51.3725,33.2405
858,2022-05-13 21:26:20.124026,-0.3434,1.0332,0.5077,39.4901,11.2146,27.7135,0.0005,0.0038,-0.0,0.0205,0.0422,0.0268,51.4162,33.742
859,2022-05-13 21:26:25.224682,-0.3415,1.0422,0.5054,39.4074,11.0843,27.9626,0.002,0.0005,-0.0003,0.0151,0.042,0.0271,51.4576,34.2445
860,2022-05-13 21:26:30.332593,-0.3362,1.0406,0.5166,39.2905,10.9767,27.8681,0.0005,0.0005,0.0012,0.0144,0.0415,0.0256,51.4968,34.7487
861,2022-05-13 21:26:36.248725,-0.3438,1.0373,0.523,39.1191,11.0483,28.0747,0.0026,-0.0001,-0.0006,0.0205,0.0395,0.0244,51.5392,35.3337
862,2022-05-13 21:26:41.356704,-0.3344,1.0309,0.5273,39.1101,10.9523,28.6029,0.0002,-0.002,-0.0003,0.0198,0.0417,0.0256,51.5732,35.8397
863,2022-05-13 21:26:46.463014,-0.3239,1.0253,0.5242,39.2687,10.855,28.1292,0.0005,-0.0004,0.0021,0.0176,0.0417,0.0251,51.6049,36.3464
864,2022-05-13 21:26:51.573329,-0.3165,1.0249,0.5287,39.4372,11.0176,28.4765,0.0002,-0.0017,0.0009,0.0171,0.042,0.0273,51.6342,36.854
865,2022-05-13 21:26:56.668277,-0.319,1.0315,0.5287,39.0801,11.1804,28.2277,-0.0019,0.0002,0.0009,0.0173,0.041,0.0268,51.661,37.3609
866,2022-05-13 21:27:02.538427,-0.3182,1.0271,0.5368,38.9258,11.0525,28.1255,-0.0004,0.0026,0.0009,0.0173,0.0422,0.0273,51.689,37.9456
867,2022-05-13 21:27:07.633487,-0.3238,1.0292,0.5404,38.8503,11.1758,28.2972,0.0008,-0.0008,-0.0003,0.0178,0.0403,0.0254,51.7108,38.4535
868,2022-05-13 21:27:12.739346,-0.3211,1.0294,0.5473,38.8199,10.9282,29.1083,-0.0001,0.0014,-0.0009,0.0178,0.0417,0.0237,51.7301,38.9632
869,2022-05-13 21:27:17.849268,-0.3123,1.0395,0.5451,38.44,11.3021,28.794,0.0008,0.0008,-0.0022,0.0168,0.042,0.0242,51.7471,39.4736
870,2022-05-13 21:27:22.949479,-0.3195,1.0373,0.5548,38.2006,10.8483,29.0412,0.0023,0.0008,-0.0,0.0212,0.0412,0.0261,51.7617,39.9834
871,2022-05-13 21:27:28.872857,-0.3353,1.0304,0.5511,38.0513,11.266,29.0676,-0.0004,-0.0011,0.0009,0.0195,0.0425,0.0261,51.7756,40.5759
872,2022-05-13 21:27:33.967852,-0.3388,1.0386,0.5422,38.0834,10.8401,29.0921,0.0002,-0.0023,0.0009,0.0171,0.0415,0.0266,51.785,41.0859
873,2022-05-13 21:27:39.076021,-0.3332,1.0513,0.5512,38.0846,11.1327,29.0839,0.0011,-0.0011,-0.0018,0.0144,0.0407,0.0259,51.792,41.5973
874,2022-05-13 21:27:44.183296,-0.3252,1.0422,0.5611,37.9731,10.8391,28.9937,-0.0022,-0.0004,0.0027,0.0139,0.042,0.0251,51.7966,42.1088
875,2022-05-13 21:27:49.292121,-0.3197,1.0281,0.5598,37.726,10.7631,28.8903,0.0023,0.0002,-0.0015,0.0112,0.0407,0.0271,51.7988,42.6206
876,2022-05-13 21:27:55.542031,-0.3275,1.0252,0.5683,37.4844,10.7144,28.9228,0.0008,0.0014,-0.0012,0.0171,0.041,0.0278,51.7982,43.2466
877,2022-05-13 21:28:00.637440,-0.3335,1.0321,0.5798,37.5666,10.5613,28.8911,-0.0004,0.0017,-0.0006,0.0181,0.0417,0.0271,51.795,43.7569
878,2022-05-13 21:28:05.739026,-0.3287,1.0314,0.5864,37.6274,10.7895,28.8246,-0.0001,-0.0014,-0.0003,0.0227,0.0403,0.0266,51.7894,44.2678
879,2022-05-13 21:28:10.845774,-0.3254,1.0268,0.5765,37.8587,10.1606,29.3474,0.0017,0.0005,-0.0009,0.0207,0.042,0.0288,51.7814,44.7791
